frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,http.host,http.request.method,dns.qry.name
66,35,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
67,35,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
68,36,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
69,37,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
70,37,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
71,37,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
72,37,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
73,37,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
74,38,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
75,39,23,37,50011.0,443.0,27294.133333333335,23968.2,-1,-1,-1
76,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
77,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
78,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
79,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
80,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
81,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
82,40,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
83,40,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
84,40,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
85,40,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
86,40,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
87,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
88,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
89,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
90,40,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
91,40,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
92,40,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
93,40,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
94,41,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
95,42,23,37,50011.0,443.0,27294.133333333335,23968.2,-1,-1,-1
96,42,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
97,43,23,37,50011.0,443.0,27294.133333333335,23968.2,-1,-1,-1
98,44,23,37,50011.0,443.0,27294.133333333335,23968.2,-1,-1,-1
99,45,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
100,46,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
102,48,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
103,48,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
104,48,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
105,48,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
106,48,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
107,48,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
108,48,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
109,48,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
110,48,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
111,48,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
112,49,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
113,50,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
114,51,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
115,51,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
116,51,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
117,51,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
118,51,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
119,51,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
120,51,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
121,52,23,37,50012.0,443.0,27294.133333333335,23968.2,-1,-1,-1
122,53,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
123,53,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
124,54,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
125,54,23,37,50012.0,443.0,27294.133333333335,23968.2,-1,-1,-1
126,55,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
127,56,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
128,57,23,37,50012.0,443.0,27294.133333333335,23968.2,-1,-1,-1
129,58,23,37,50012.0,443.0,27294.133333333335,23968.2,-1,-1,-1
130,59,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
131,59,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
132,59,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
133,59,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
134,59,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
135,59,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
136,60,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
137,60,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
138,61,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
139,61,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
141,63,23,37,50008.0,443.0,27294.133333333335,23968.2,-1,-1,-1
142,64,23,37,50009.0,443.0,27294.133333333335,23968.2,-1,-1,-1
143,65,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
144,65,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
145,66,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
146,67,23,37,50011.0,443.0,27294.133333333335,23968.2,-1,-1,-1
147,68,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
148,68,23,37,50012.0,443.0,27294.133333333335,23968.2,-1,-1,-1
149,69,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
150,69,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
151,69,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
152,69,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
153,70,23,37,50009.0,443.0,27294.133333333335,23968.2,-1,-1,-1
154,71,23,37,50008.0,443.0,27294.133333333335,23968.2,-1,-1,-1
155,72,23,37,50009.0,443.0,27294.133333333335,23968.2,-1,-1,-1
156,73,23,37,50008.0,443.0,27294.133333333335,23968.2,-1,-1,-1
157,74,23,37,50008.0,443.0,27294.133333333335,23968.2,-1,-1,-1
158,74,23,37,50009.0,443.0,27294.133333333335,23968.2,-1,-1,-1
159,75,23,37,50008.0,443.0,27294.133333333335,23968.2,-1,-1,-1
160,76,23,37,50009.0,443.0,27294.133333333335,23968.2,-1,-1,-1
161,77,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
162,77,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
163,77,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
164,77,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
165,77,38,22,443.0,50009.0,27294.133333333335,23968.2,-1,-1,-1
166,77,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
167,77,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
168,77,38,22,443.0,50008.0,27294.133333333335,23968.2,-1,-1,-1
169,78,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
170,78,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
171,79,23,37,50011.0,443.0,27294.133333333335,23968.2,-1,-1,-1
172,80,23,37,50011.0,443.0,27294.133333333335,23968.2,-1,-1,-1
173,81,23,37,50011.0,443.0,27294.133333333335,23968.2,-1,-1,-1
174,82,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
175,82,38,22,443.0,50011.0,27294.133333333335,23968.2,-1,-1,-1
176,82,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
177,82,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
178,83,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
179,84,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
180,85,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
181,86,23,37,50010.0,443.0,27294.133333333335,23968.2,-1,-1,-1
182,87,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
183,87,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
184,87,38,22,443.0,50010.0,27294.133333333335,23968.2,-1,-1,-1
185,88,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
186,88,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
187,88,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
188,88,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
189,89,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
190,90,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
191,91,23,37,50012.0,443.0,27294.133333333335,23968.2,-1,-1,-1
192,92,23,37,50012.0,443.0,27294.133333333335,23968.2,-1,-1,-1
193,93,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
194,94,23,37,50012.0,443.0,27294.133333333335,23968.2,-1,-1,-1
195,95,23,37,50013.0,443.0,27294.133333333335,23968.2,-1,-1,-1
196,96,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
197,96,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
198,96,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
199,96,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
200,96,38,22,443.0,50013.0,27294.133333333335,23968.2,-1,-1,-1
201,96,38,22,443.0,50012.0,27294.133333333335,23968.2,-1,-1,-1
203,98,23,30,49850.0,443.0,27294.133333333335,23968.2,-1,-1,-1
204,99,31,22,443.0,49850.0,27294.133333333335,23968.2,-1,-1,-1
206,101,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
207,102,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
208,103,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
209,104,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
210,105,23,28,49841.0,443.0,27294.133333333335,23968.2,-1,-1,-1
211,106,29,22,443.0,49841.0,27294.133333333335,23968.2,-1,-1,-1
212,107,23,44,49836.0,443.0,27294.133333333335,23968.2,-1,-1,-1
213,108,45,22,443.0,49836.0,27294.133333333335,23968.2,-1,-1,-1
214,109,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
215,110,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
216,110,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
217,111,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
218,111,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
219,111,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
220,112,23,35,49822.0,443.0,27294.133333333335,23968.2,-1,-1,-1
221,113,36,22,443.0,49822.0,27294.133333333335,23968.2,-1,-1,-1
222,114,23,35,49821.0,443.0,27294.133333333335,23968.2,-1,-1,-1
223,115,36,22,443.0,49821.0,27294.133333333335,23968.2,-1,-1,-1
224,116,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
225,117,23,1,49979.0,443.0,27294.133333333335,23968.2,-1,-1,-1
226,118,23,44,49993.0,443.0,27294.133333333335,23968.2,-1,-1,-1
227,119,23,44,49993.0,443.0,27294.133333333335,23968.2,-1,-1,-1
228,120,45,22,443.0,49993.0,27294.133333333335,23968.2,-1,-1,-1
229,121,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
230,121,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
231,121,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
232,122,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
233,122,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
234,122,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
235,123,45,22,443.0,49993.0,27294.133333333335,23968.2,-1,-1,-1
236,124,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
237,125,23,44,49993.0,443.0,27294.133333333335,23968.2,-1,-1,-1
238,126,2,22,443.0,49979.0,27294.133333333335,23968.2,-1,-1,-1
239,127,45,22,443.0,49993.0,27294.133333333335,23968.2,-1,-1,-1
240,128,23,44,49993.0,443.0,27294.133333333335,23968.2,-1,-1,-1
241,129,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
242,130,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
243,131,45,22,443.0,49993.0,27294.133333333335,23968.2,-1,-1,-1
244,132,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
245,133,2,22,443.0,49979.0,27294.133333333335,23968.2,-1,-1,-1
246,133,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
247,134,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
248,135,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
249,136,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
250,137,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
251,138,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
252,138,23,1,49979.0,443.0,27294.133333333335,23968.2,-1,-1,-1
253,139,23,42,49884.0,443.0,27294.133333333335,23968.2,-1,-1,-1
254,140,23,42,49884.0,443.0,27294.133333333335,23968.2,-1,-1,-1
255,140,23,42,49884.0,443.0,27294.133333333335,23968.2,-1,-1,-1
256,141,43,22,443.0,49884.0,27294.133333333335,23968.2,-1,-1,-1
257,141,43,22,443.0,49884.0,27294.133333333335,23968.2,-1,-1,-1
258,141,43,22,443.0,49884.0,27294.133333333335,23968.2,-1,-1,-1
259,142,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
260,142,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
261,143,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
262,144,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
263,145,43,22,443.0,49884.0,27294.133333333335,23968.2,-1,-1,-1
264,146,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
266,148,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
267,149,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
268,149,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
269,150,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
270,150,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
271,150,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
272,151,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
273,152,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
274,153,23,42,49884.0,443.0,27294.133333333335,23968.2,-1,-1,-1
275,154,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
276,154,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
277,154,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
278,155,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
279,156,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
280,157,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
281,158,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
282,159,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
283,159,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
284,160,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
285,161,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
286,162,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
287,163,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
288,164,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
289,165,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
290,165,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
291,166,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
292,167,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
293,168,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
294,169,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
295,170,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
296,171,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
297,171,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
298,172,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
299,173,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
300,174,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
301,174,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
302,174,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
303,174,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
304,175,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
305,176,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
306,177,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
307,177,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
308,178,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
309,179,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
310,180,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
311,181,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
312,182,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
313,182,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
314,183,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
315,184,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
316,185,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
317,185,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
318,185,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
319,185,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
320,185,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
321,185,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
322,185,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
323,185,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
324,186,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
325,187,23,42,49884.0,443.0,27294.133333333335,23968.2,-1,-1,-1
326,188,23,42,49884.0,443.0,27294.133333333335,23968.2,-1,-1,-1
327,188,23,42,49884.0,443.0,27294.133333333335,23968.2,-1,-1,-1
328,189,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
329,190,43,22,443.0,49884.0,27294.133333333335,23968.2,-1,-1,-1
330,190,43,22,443.0,49884.0,27294.133333333335,23968.2,-1,-1,-1
331,190,43,22,443.0,49884.0,27294.133333333335,23968.2,-1,-1,-1
332,191,43,22,443.0,49884.0,27294.133333333335,23968.2,-1,-1,-1
333,192,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
334,192,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
335,193,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
336,194,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
337,194,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
338,195,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
339,196,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
340,196,23,42,49707.0,443.0,27294.133333333335,23968.2,-1,-1,-1
341,197,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
342,197,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
343,197,43,22,443.0,49707.0,27294.133333333335,23968.2,-1,-1,-1
344,198,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
345,199,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
346,200,23,42,49884.0,443.0,27294.133333333335,23968.2,-1,-1,-1
347,201,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
348,202,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
349,203,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
350,204,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
351,205,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
352,205,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
353,205,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
354,206,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
355,207,15,22,443.0,50001.0,27294.133333333335,23968.2,-1,-1,-1
356,208,23,14,50001.0,443.0,27294.133333333335,23968.2,-1,-1,-1
357,209,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
358,209,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
359,210,23,3,50002.0,443.0,27294.133333333335,23968.2,-1,-1,-1
360,211,4,22,443.0,50002.0,27294.133333333335,23968.2,-1,-1,-1
